"","ï..ST_CASE","STATE_NAME","CITY_NAME","COUNTY_NAME","RUR_URB_NAME","TYP_INT_NAME","TWAY_ID","TWAY_ID2","HARM_EV_NAME","FATALS","DRUNK_DR","VE_TOTAL","VE_FORMS","PVH_INVL","PEDS","PERNOTMVIT","PERMVIT","PERSONS","MONTH_NAME","DAY_WEEK_NAME","WEATHER_NAME","LGT_COND_NAME","LATITUDE","LONGITUD"
"119",121778,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Four-Way Intersection","SR-597","LAMBRIGHT ST","Pedalcyclist",1,0,2,2,0,1,1,3,3,"August","Monday","Clear","Dark - Lighted",28.007,-82.505
"120",121798,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Four-Way Intersection","SR-39","SAM ALLEN RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"August","Monday","Clear","Dawn",28.0474,-82.1359
"121",121802,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","I-4","","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"August","Wednesday","Clear","Daylight",28.0036,-82.3146
"122",121892,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","NORTHDALE BLVD","","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"September","Thursday","Clear","Daylight",28.107,-82.5136
"123",121893,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","T-Intersection","SR-60","KNIGHTS AVE","Pedalcyclist",1,0,1,1,0,1,1,2,2,"September","Saturday","Clear","Dark - Lighted",27.9378,-82.2898
"124",121913,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","ORIENT RD","7TH AVE","Pedestrian",1,0,1,1,0,1,1,1,1,"September","Sunday","Clear","Dark - Lighted",27.9603,-82.3729
"125",121933,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","GUNN HW","","Motor Vehicle in Transport",1,0,2,2,0,0,0,4,4,"August","Sunday","Clear","Dark - Not Lighted",28.1033,-82.583
"126",121941,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","I-4","","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"September","Tuesday","Clear","Daylight",27.9819,-82.3844
"127",121975,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","BOULEVARD AVE","NORTH B ST","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"August","Saturday","Clear","Dark - Lighted",27.9488,-82.4912
"128",121994,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","SR-674","CHERT ROCK TRL","Motor Vehicle in Transport",2,0,2,2,0,0,0,3,3,"April","Friday","Clear","Daylight",27.7053,-82.2585
"129",122027,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","OREGON AVE","","Pedestrian",1,0,1,1,0,1,1,2,2,"September","Friday","Clear","Daylight",27.9449,-82.4747
"130",122041,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","I-4","","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"September","Sunday","Clear","Dark - Not Lighted",28.0268,-82.1878
"131",122065,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","T-Intersection","SR-580","LOIS AVE","Motor Vehicle in Transport",1,1,2,2,0,0,0,3,3,"September","Saturday","Clear","Dark - Lighted",27.9959,-82.5072
"132",122077,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","T-Intersection","US-41","21ST AVE","Motor Vehicle in Transport",1,0,4,2,2,0,0,2,2,"September","Sunday","Clear","Daylight",27.9292,-82.4018
"133",122079,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","I-4","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"September","Sunday","Clear","Daylight",28.002,-82.3265
"134",122103,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Four-Way Intersection","CLAY AVE","KINGSWAY RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"September","Sunday","Clear","Dark - Lighted",27.945,-82.2776
"135",122106,"FLORIDA","TAMPA","HILLSBOROUGH","Rural","T-Intersection","BUSCH BLVD","17TH ST","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"September","Saturday","Clear","Daylight",28.0326,-82.4408
"136",122128,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","COUNTY LINE RD","SHEPHERD ROAD","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"October","Saturday","Rain","Dark - Not Lighted",27.9345,-82.0553
"137",122129,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","COUNTY LINE RD","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"October","Monday","Cloudy","Daylight",27.9457,-82.0556
"138",122134,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Four-Way Intersection","SR-600","DRIVEWAY ACCESS","Motor Vehicle in Transport",1,0,2,2,0,0,0,4,4,"September","Tuesday","Clear","Daylight",27.996,-82.4223
"139",122179,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Four-Way Intersection","BEARSS AVE E","12TH ST N","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"October","Wednesday","Clear","Daylight",28.0872,-82.4471
"140",122189,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","KINGS AVE","","Rollover/Overturn",1,1,1,1,0,0,0,1,1,"August","Saturday","Clear","Dark - Lighted",27.9141,-82.2939
"141",122199,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","I-275","","Concrete Traffic Barrier",1,1,1,1,0,0,0,1,1,"October","Friday","Clear","Dark - Lighted",27.9612,-82.4542
"142",122200,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","I-75","","Pedestrian",1,1,3,1,2,1,1,1,1,"October","Sunday","Clear","Dark - Not Lighted",27.7832,-82.3598
"143",122206,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Four-Way Intersection","EHRLICH RD","VILLAGE DR","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"June","Saturday","Cloudy","Daylight",28.0845,-82.5172
"144",122207,"FLORIDA","Not Applicable","HILLSBOROUGH","Trafficway Not in State Inventory","Not an Intersection","FLUME TER","","Non-Motorist on Personal Conveyance",1,0,1,1,0,1,1,2,2,"July","Sunday","Clear","Daylight",27.8543,-82.3415
"145",122212,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","I-75","","Pedestrian",1,0,2,2,0,1,1,3,3,"September","Friday","Clear","Dark - Lighted",28.0416,-82.3508
"146",122218,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Four-Way Intersection","US-41","BEACH AVE","Pedestrian",1,0,1,1,0,1,1,1,1,"September","Tuesday","Clear","Dark - Lighted",27.8394,-82.3816
"147",122257,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","US-301","","Motor Vehicle in Transport",2,0,2,2,0,0,0,3,3,"October","Wednesday","Cloudy","Daylight",28.1245,-82.2373
"148",122301,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Four-Way Intersection","BOYETTE RD","BALM RIVERVIEW RD","Motor Vehicle in Transport",1,1,3,3,0,0,0,4,4,"October","Tuesday","Clear","Dusk",27.8534,-82.3145
"149",122308,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","SR-589","SR-60","Motor Vehicle in Transport",2,1,2,2,0,0,0,3,3,"October","Saturday","Clear","Dark - Lighted",27.9676,-82.5462
"150",122334,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","BAYSHORE BLVD S","","Curb",1,1,1,1,0,0,0,2,2,"October","Sunday","Clear","Dark - Lighted",27.9322,-82.4729
"151",122337,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","T-Intersection","19TH AVE","30TH ST","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"October","Friday","Clear","Daylight",27.7346,-82.3938
"152",122346,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","LAKE SHORE RANCH DR","","Curb",1,1,1,1,0,0,0,1,1,"October","Saturday","Clear","Dark - Lighted",27.9763,-82.2611
"153",122355,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","I-75","","Guardrail Face",3,1,1,1,0,0,0,4,4,"November","Sunday","Cloudy","Dark - Lighted",27.9522,-82.3278
"154",122356,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","HILLSBOROUGH AVE E","","Motor Vehicle in Transport",2,0,5,5,0,0,0,6,6,"October","Monday","Clear","Dark - Lighted",27.996,-82.4488
"155",122358,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","NATURES WAY BLVD","","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"November","Sunday","Clear","Dark - Lighted",27.8789,-82.2662
"156",122359,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","CASON RD","","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"November","Saturday","Clear","Dark - Not Lighted",27.9891,-82.0665
"157",122403,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Four-Way Intersection","SLIGH AVE","I-275 RAMP","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"November","Friday","Clear","Dark - Lighted",28.0064,-82.3266
"158",122416,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Four-Way Intersection","INTERBAY BLVD","INTERBAY AVE","Pedestrian",1,0,1,1,0,1,1,3,3,"November","Saturday","Clear","Dark - Lighted",27.8767,-82.4999
"159",122431,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","T-Intersection","SR-580","BLUE SPRINGS DR","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Wednesday","Clear","Dusk",27.9964,-82.5544
"160",122432,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","SR-618 SELMON EXPY","","Pedestrian",1,0,1,1,0,1,1,2,2,"October","Sunday","Clear","Dark - Lighted",27.9286,-82.3378
"161",122435,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","I-275","","Pedestrian",1,0,1,1,0,1,1,1,1,"November","Wednesday","Clear","Dark - Lighted",27.9609,-82.4538
"162",122454,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","T-Intersection","CR-589","STONE RUN CT","Pedestrian",1,0,1,1,0,1,1,1,1,"November","Monday","Cloudy","Dark - Lighted",28.024,-82.5832
"163",122464,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","SR-628","","Curb",1,1,1,1,0,0,0,2,2,"November","Wednesday","Clear","Dark - Lighted",27.9261,-82.3022
"164",122466,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","I-75","","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"November","Wednesday","Cloudy","Daylight",27.9356,-82.3301
"165",122486,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","I-275","","Pedestrian",1,1,1,1,0,1,1,1,1,"November","Sunday","Clear","Dark - Lighted",28.0509,-82.4553
"166",122493,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","FOWLER AVE","","Pedalcyclist",1,0,1,1,0,1,1,1,1,"November","Saturday","Clear","Daylight",28.0544,-82.4482
"167",122496,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","T-Intersection","CR-589","REDWOOD BLVD","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"November","Saturday","Clear","Dark - Lighted",28.0367,-82.5829
"168",122509,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","SR-574","","Motor Vehicle in Transport",5,0,4,4,0,0,0,10,10,"October","Wednesday","Cloudy","Dark - Lighted",27.9814,-82.3503
"169",122522,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","I-75","","Motor Vehicle in Transport",2,0,3,3,0,0,0,7,7,"November","Tuesday","Clear","Daylight",28.0669,-82.3529
"170",122553,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","US-301","","Fence",1,0,1,1,0,0,0,1,1,"October","Wednesday","Clear","Daylight",27.8403,-82.3276
"171",122554,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Four-Way Intersection","US-92","HIMES AVE","Pedalcyclist",1,0,1,1,0,1,1,3,3,"November","Sunday","Clear","Dark - Not Lighted",27.9961,-82.5009
"172",122562,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","GULF CITY RD","","Traffic Sign Support",1,1,1,1,0,0,0,1,1,"November","Wednesday","Clear","Dark - Not Lighted",27.7059,-82.4645
"173",122565,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","T-Intersection","CR-401","REYLINDA AVE","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"December","Friday","Clear","Daylight",28.0403,-82.3272
"174",122576,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Four-Way Intersection","HILLSBOROUGH AVE","NEBRASKA AVE","Pedestrian",1,0,1,1,0,1,1,1,1,"December","Monday","Clear","Dark - Lighted",27.9961,-82.4511
"175",122580,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","SR-39","","Mail Box",1,0,1,1,0,0,0,1,1,"December","Wednesday","Clear","Daylight",28.1292,-82.148
"176",122597,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Four-Way Intersection","US-92","56TH STREET","Rollover/Overturn",1,0,2,2,0,0,0,2,2,"November","Wednesday","Clear","Dawn",27.9962,-82.3934
"177",122618,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Four-Way Intersection","PROVIDENCE RIDGE BLVD","STERLING PALMS CT","Curb",1,0,1,1,0,0,0,1,1,"December","Monday","Clear","Dark - Unknown Lighting",27.9076,-82.3204
"178",122635,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","SR-574","","Rollover/Overturn",1,1,1,1,0,0,0,1,1,"December","Sunday","Clear","Dusk",27.9817,-82.3069
"179",122636,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","CR-582","","Motor Vehicle in Transport",1,0,2,2,0,0,0,10,10,"December","Friday","Cloudy","Dark - Not Lighted",28.1417,-82.6182
"180",122667,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","SR-674","OWENS LAKE RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"December","Monday","Clear","Daylight",27.7048,-82.2118
"181",122670,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","T-Intersection","SR-43","DELANEY CREEK BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"November","Sunday","Clear","Daylight",27.9349,-82.3521
"182",122696,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","SR-574 DR ML KING JR BLVD","","Pedestrian",1,0,1,1,0,1,1,1,1,"December","Saturday","Clear","Other",27.9812,-82.3495
"183",122738,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","INDEPENDENCE PKWY","","Utility Pole/Light Support",1,0,1,1,0,0,0,1,1,"December","Monday","Clear","Dark - Lighted",27.9795,-82.5547
"184",122766,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","BOYETTE RD","","Pedestrian",1,0,1,1,0,1,1,1,1,"December","Thursday","Clear","Dark - Lighted",27.8534,-82.2966
"185",122767,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","SYMMES RD","","Tree (Standing Only)",1,1,1,1,0,0,0,1,1,"December","Saturday","Clear","Dark - Not Lighted",27.835,-82.3801
"186",122768,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","BOYETTE RD","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"December","Tuesday","Clear","Daylight",27.8213,-82.2083
"187",122769,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","T-Intersection","CR-589","HAMILTON AVE","Motor Vehicle in Transport",1,1,3,3,0,0,0,3,3,"December","Sunday","Clear","Dark - Not Lighted",28.015,-82.583
"188",122778,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","GIBSONTON DR","","Pedestrian",1,0,1,1,0,1,1,2,2,"December","Friday","Clear","Dark - Lighted",27.8497,-82.3649
"189",122787,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","SR-674","","Motor Vehicle in Transport",2,1,2,2,0,0,0,3,3,"December","Saturday","Clear","Dark - Not Lighted",27.7123,-82.2844
"190",122805,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","US-41","","Pedestrian",1,0,2,1,1,1,1,1,1,"December","Tuesday","Clear","Dark - Not Lighted",27.7808,-82.3849
"191",122821,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Four-Way Intersection","US-301","WALKER RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,4,4,"December","Saturday","Clear","Daylight",28.0486,-82.3395
"192",122830,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","INDEPENDENCE PKWY","","Pedestrian",1,0,1,1,0,1,1,1,1,"December","Tuesday","Clear","Daylight",27.981,-82.5561
"193",122835,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","US-92","","Pedestrian",1,0,2,2,0,1,1,2,2,"December","Saturday","Clear","Dark - Not Lighted",27.9962,-82.3315
"194",122838,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","US-41","","Pedestrian",1,0,2,2,0,1,1,4,4,"December","Wednesday","Clear","Dark - Lighted",28.0125,-82.4512
"195",122840,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Not an Intersection","US-41","","Pedestrian",1,0,1,1,0,1,1,2,2,"December","Friday","Clear","Dark - Lighted",28.0817,-82.4595
"196",122865,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","T-Intersection","US-92","50TH ST","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"August","Friday","Clear","Daylight",27.9961,-82.4019
"197",122894,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","LUTZ LAKE FERN RD","","Utility Pole/Light Support",1,1,1,1,0,0,0,1,1,"October","Thursday","Clear","Dark - Not Lighted",28.1569,-82.508
"198",122916,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","ARMENIA AVE","","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Thursday","Clear","Dark - Not Lighted",27.9762,-82.4848
"199",122958,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","Not an Intersection","ROYAL BONNET DR","","Pedalcyclist",1,0,1,1,0,1,1,1,1,"December","Thursday","Clear","Daylight",27.7452,-82.4124
"200",122976,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Four-Way Intersection","HOWARD AVE N","CORDELIA ST W","Pedestrian",1,0,1,1,0,1,1,1,1,"March","Sunday","Clear","Daylight",27.9688,-82.4827
"201",123012,"FLORIDA","Not Applicable","HILLSBOROUGH","Rural","T-Intersection","CR-580","COUNTRY MEADOWS BL","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"December","Sunday","Cloudy","Daylight",28.0475,-82.1216
"202",123013,"FLORIDA","PLANT CITY","HILLSBOROUGH","Urban","Four-Way Intersection","BOOT BAY RD","WHITEHURST RD","Utility Pole/Light Support",1,0,1,1,0,0,0,1,1,"November","Saturday","Clear","Dark - Not Lighted",28.0252,-82.1581
"203",123034,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","HILLSBOROUGH AVE","","Pedestrian",1,0,1,1,0,1,1,2,2,"August","Saturday","Clear","Dark - Not Lighted",27.996,-82.5118
"204",123055,"FLORIDA","TAMPA","HILLSBOROUGH","Rural","Four-Way Intersection","40TH ST","HENRY AVE","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"November","Sunday","Clear","Dark - Lighted",27.9997,-82.414
"205",123085,"FLORIDA","TAMPA","HILLSBOROUGH","Urban","Not an Intersection","US-92","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"October","Sunday","Clear","Dark - Lighted",27.8859,-82.5582
"206",123107,"FLORIDA","Not Applicable","HILLSBOROUGH","Urban","Four-Way Intersection","LINEBAUGH AVE","WILSKY BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"June","Tuesday","Clear","Daylight",28.0402,-82.5663
"207",123115,"FLORIDA","TAMPA","HILLSBOROUGH","Rural","Not an Intersection","KENNEDY BLVD","","Pedestrian",1,0,1,1,0,1,1,2,2,"October","Saturday","Clear","Dark - Lighted",27.946,-82.4624
"208",120082,"FLORIDA","Not Applicable","PINELLAS","Urban","Not an Intersection","STARKEY RD","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"January","Saturday","Clear","Daylight",27.9092,-82.7623
"209",120160,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","I-275","","Concrete Traffic Barrier",1,0,1,1,0,0,0,2,2,"February","Sunday","Clear","Dark - Lighted",27.9211,-82.6058
"210",120291,"FLORIDA","GULFPORT","PINELLAS","Urban","T-Intersection","49TH ST","18TH AVE","Curb",1,1,1,1,0,0,0,1,1,"January","Tuesday","Clear","Dark - Lighted",27.7519,-82.6997
"211",120292,"FLORIDA","DUNEDIN","PINELLAS","Urban","Not an Intersection","CR-1","","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"January","Saturday","Clear","Dark - Not Lighted",28.0331,-82.7614
"212",120293,"FLORIDA","Not Applicable","PINELLAS","Urban","Four-Way Intersection","SR-699","70TH AVE","Pedestrian",1,0,1,1,0,1,1,1,1,"February","Tuesday","Clear","Daylight",27.7389,-82.7494
"213",120312,"FLORIDA","Not Applicable","PINELLAS","Urban","Not an Intersection","SR-688","","Traffic Sign Support",1,0,1,1,0,0,0,1,1,"February","Monday","Clear","Dark - Lighted",27.8936,-82.6633
"214",120317,"FLORIDA","PINELLAS PARK","PINELLAS","Urban","Four-Way Intersection","49TH ST","62 ND AVE","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"January","Wednesday","Clear","Dark - Lighted",27.8283,-82.7
"215",120318,"FLORIDA","PINELLAS PARK","PINELLAS","Urban","Four-Way Intersection","US-19","BRYAN DAIRY RD","Bridge Pier or Support",1,0,1,1,0,0,0,1,1,"February","Monday","Clear","Dark - Lighted",27.8789,-82.7116
"216",120340,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","SR-686","","Guardrail Face",1,1,1,1,0,0,0,1,1,"January","Friday","Fog, Smog, Smoke","Dark - Lighted",27.8809,-82.6618
"217",120341,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not Reported","38TH AVE","42ND ST","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"January","Wednesday","Rain","Dark - Lighted",27.8064,-82.6907
"218",120342,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Four-Way Intersection","34TH ST","18TH AVE","Motor Vehicle in Transport",1,0,2,2,0,0,0,4,4,"February","Friday","Clear","Daylight",27.7519,-82.6793
"219",120343,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","15TH AVE","","Curb",1,0,3,1,2,0,0,1,1,"March","Saturday","Clear","Daylight",27.7557,-82.6662
"220",120344,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Four-Way Intersection","22ND AVE","72 ND ST","Injured in Vehicle (Non-Collision)",1,0,1,1,0,0,0,2,2,"March","Friday","Clear","Daylight",27.7917,-82.7392
"221",120440,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","SR-688","","Pedestrian",1,0,1,1,0,1,1,4,4,"January","Thursday","Clear","Dark - Lighted",27.8944,-82.6908
"222",120473,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","CR-611","","Pedestrian",1,0,1,1,0,1,1,4,4,"February","Sunday","Clear","Dark - Lighted",28.156,-82.6961
"223",120546,"FLORIDA","GULFPORT","PINELLAS","Urban","T-Intersection","CR-138","BEACH BLVD","Pedestrian",1,0,1,1,0,1,1,1,1,"February","Wednesday","Clear","Dark - Lighted",27.7482,-82.7075
"224",120571,"FLORIDA","PINELLAS PARK","PINELLAS","Urban","Not an Intersection","SR-694","","Pedestrian",1,0,1,1,0,1,1,1,1,"March","Wednesday","Clear","Daylight",27.839,-82.726
"225",120592,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Four-Way Intersection","31ST ST","26TH AVE","Non-Motorist on Personal Conveyance",1,0,1,1,0,1,1,1,1,"January","Tuesday","Cloudy","Dark - Lighted",27.7447,-82.6752
"226",120593,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"February","Sunday","Clear","Daylight",27.756,-82.6793
"227",120594,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","18TH AVE","","Pedestrian",1,0,1,1,0,1,1,3,3,"March","Thursday","Clear","Dark - Lighted",27.752,-82.6616
"228",120609,"FLORIDA","INDIAN SHORES","PINELLAS","Urban","Not an Intersection","197TH AVE","","Pedestrian",1,0,1,1,0,1,1,0,0,"March","Wednesday","Clear","Daylight",27.8571,-82.8455
"229",120656,"FLORIDA","CLEARWATER","PINELLAS","Urban","Not an Intersection","SR-60","","Pedestrian",1,0,1,1,0,1,1,1,1,"April","Monday","Clear","Dark - Not Lighted",27.9606,-82.7098
"230",120681,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not Reported","US-19","22ND AVE","Motor Vehicle in Transport",1,1,3,3,0,0,0,3,3,"April","Saturday","Clear","Dark - Lighted",27.7486,-82.6793
"231",120682,"FLORIDA","SAINT PETERSBURG","PINELLAS","Rural","Not an Intersection","DR MLK ST","","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"March","Thursday","Clear","Daylight",27.8125,-82.6469
"232",120759,"FLORIDA","TREASURE ISLAND","PINELLAS","Urban","Not an Intersection","GULF BLVD","","Pedestrian",1,0,1,1,0,1,1,3,3,"March","Saturday","Clear","Daylight",27.7623,-82.7665
"233",120773,"FLORIDA","Not Applicable","PINELLAS","Urban","T-Intersection","US-19","HIGHLAND ACRE DR","Motor Vehicle in Transport",2,0,2,2,0,0,0,4,4,"April","Monday","Clear","Daylight",28.042,-82.7382
"234",120828,"FLORIDA","PINELLAS PARK","PINELLAS","Urban","Not an Intersection","SR-693","","Pedestrian",1,0,2,2,0,1,1,2,2,"April","Sunday","Clear","Dark - Lighted",27.8757,-82.7289
"235",120841,"FLORIDA","CLEARWATER","PINELLAS","Urban","Not an Intersection","MEMORIAL CAUSEWAY","","Traffic Sign Support",1,0,2,2,0,0,0,2,2,"April","Friday","Clear","Daylight",27.9654,-82.8043
"236",120857,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","US-92","","Pedestrian",1,1,1,1,0,1,1,1,1,"March","Friday","Clear","Dark - Lighted",27.7714,-82.6371
"237",120869,"FLORIDA","Not Applicable","PINELLAS","Rural","Four-Way Intersection","US-19A","94TH AVE","Rollover/Overturn",1,1,2,2,0,0,0,2,2,"April","Friday","Clear","Daylight",27.8573,-82.7288
"238",120878,"FLORIDA","Not Applicable","PINELLAS","Urban","Four-Way Intersection","US-19 SR-55","CR-816","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"April","Saturday","Clear","Dark - Lighted",28.0936,-82.7394
